project;merge commit;class;original method;Method; Precision; Exceptions; SdgCreated; CgNodes; CgEdges; SdgNodes; SdgEdges; Time (ms); Memory (M); HasSourcedAndSink; HasLeftToRightVio; HasRightToLeftVio; TotalVios; InstVios; LineVios; DetailedLineVios; Left; Right;LOI;Original Sample;result
RxJava;a40a4130edcdadc2340da5787ca30353018173f2;OperatorMulticast;void rx.internal.operators.OperatorMulticast.connect(rx.functions.Action1);void rx.internal.operators.OperatorMulticast.connect(rx.functions.Action1); TYPE_BASED; No; Yes;1089;2640;240519;8190076;237426;104857; Yes; No; No;0;0;0; []; [94]; [128, 129, 131, 117, 118, 119, 120, 121, 122, 124, 125];No;Roberto;TRUE NEGATIVE
RxJava;1c47b0cb26e6d971eefa42ebb3479099236b0125;TestScheduler;void rx.concurrency.TestScheduler.triggerActions(long);void rx.concurrency.TestScheduler.triggerActions(long); TYPE_BASED; No; Yes;31;38;736;3687;95055;83886; Yes; No; No;0;0;0; []; [100]; [96, 97, 95];No;DeSouza;TRUE NEGATIVE
logback;542843fd04a793fb9e0eea0c84d199e66d7c15af;TimeBasedFileNamingAndTriggeringPolicyBase;void ch.qos.logback.core.rolling.TimeBasedFileNamingAndTriggeringPolicyBase.start();void ch.qos.logback.core.rolling.TimeBasedFileNamingAndTriggeringPolicyBase.start(); TYPE_BASED; No; No; -; -; -; -; -; -; -; -; -; -; -; -; -; [45]; [52, 53, 54, 55, 56];Yes;Roberto;-
swagger-core;e7fea7c4889dbdd6a4e0b2d059c8aa0f126ab1c2;OperationParser;Optional io.swagger.jaxrs2.OperationParser.getSchemaFromAnnotation(io.swagger.oas.annotations.media.Schema);Optional io.swagger.jaxrs2.OperationParser.getSchemaFromAnnotation(io.swagger.oas.annotations.media.Schema); TYPE_BASED; No; No; -; -; -; -; -; -; -; -; -; -; -; -; -; [240, 241, 234, 235, 236, 237, 238, 239]; [244, 187, 188];No;Guilherme;-
fitnesse;4d9ba9d221d879507440feb084fa7521b95111ec;SlimTableFactoryTest;void fitnesse.testsystems.slim.tables.SlimTableFactoryTest.setUp();void fitnesse.testsystems.slim.tables.SlimTableFactoryTest.setUp(); TYPE_BASED; No; Yes;1022;4517;216947;7089509;233021;104857; Yes; Yes; No;164;8;2; [void fitnesse.testsystems.slim.tables.SlimTableFactoryTest.setUp() (line 31) -> void fitnesse.testsystems.slim.tables.SlimTableFactoryTest.setUp() (line 38), void fitnesse.testsystems.slim.tables.SlimTableFactoryTest.setUp() (line 32) -> void fitnesse.testsystems.slim.tables.SlimTableFactoryTest.setUp() (line 38)]; [32, 31]; [38];Yes;Roberto;TRUE POSITIVE
fitnesse;4d9ba9d221d879507440feb084fa7521b95111ec;SlimTableFactory;void fitnesse.testsystems.slim.tables.SlimTableFactory.SlimTableFactory();void fitnesse.testsystems.slim.tables.SlimTableFactory.SlimTableFactory(); TYPE_BASED; No; Yes;45;92;3723;39660;97675;83886; Yes; Yes; Yes;384;12;4; [void fitnesse.testsystems.slim.tables.SlimTableFactory.<init>() (line 24) -> void fitnesse.testsystems.slim.tables.SlimTableFactory.<init>() (line 31), void fitnesse.testsystems.slim.tables.SlimTableFactory.<init>() (line 25) -> void fitnesse.testsystems.slim.tables.SlimTableFactory.<init>() (line 31), void fitnesse.testsystems.slim.tables.SlimTableFactory.<init>() (line 31) -> void fitnesse.testsystems.slim.tables.SlimTableFactory.<init>() (line 24), void fitnesse.testsystems.slim.tables.SlimTableFactory.<init>() (line 31) -> void fitnesse.testsystems.slim.tables.SlimTableFactory.<init>() (line 25)]; [24, 25]; [31];Yes;Roberto;TRUE POSITIVE
titan;387c16ea05ef9fa312f37139228d2bbf61455ff4;SerializerInitialization;void com.thinkaurelius.titan.graphdb.database.serialize.SerializerInitialization.initialize(Serializer);void com.thinkaurelius.titan.graphdb.database.serialize.SerializerInitialization.initialize(Serializer); TYPE_BASED; No; Yes;1859;12608;988970;52529483;2027467;84919; Yes; No; Yes;18452;16;4; [void com.thinkaurelius.titan.graphdb.database.serialize.SerializerInitialization.initialize(com.thinkaurelius.titan.graphdb.database.serialize.Serializer) (line 31) -> void com.thinkaurelius.titan.graphdb.database.serialize.SerializerInitialization.initialize(com.thinkaurelius.titan.graphdb.database.serialize.Serializer) (line 52), void com.thinkaurelius.titan.graphdb.database.serialize.SerializerInitialization.initialize(com.thinkaurelius.titan.graphdb.database.serialize.Serializer) (line 31) -> void com.thinkaurelius.titan.graphdb.database.serialize.SerializerInitialization.initialize(com.thinkaurelius.titan.graphdb.database.serialize.Serializer) (line 53), void com.thinkaurelius.titan.graphdb.database.serialize.SerializerInitialization.initialize(com.thinkaurelius.titan.graphdb.database.serialize.Serializer) (line 31) -> void com.thinkaurelius.titan.graphdb.database.serialize.SerializerInitialization.initialize(com.thinkaurelius.titan.graphdb.database.serialize.Serializer) (line 54), void com.thinkaurelius.titan.graphdb.database.serialize.SerializerInitialization.initialize(com.thinkaurelius.titan.graphdb.database.serialize.Serializer) (line 31) -> void com.thinkaurelius.titan.graphdb.database.serialize.SerializerInitialization.initialize(com.thinkaurelius.titan.graphdb.database.serialize.Serializer) (line 55)]; [52, 53, 54, 55, 57]; [31];No;Roberto;FALSE POSITIVE
titan;04edd7f0e7eab2e8255a497922e34dc707d84c19;StandardTitanTx;void com.thinkaurelius.titan.graphdb.transaction.StandardTitanTx.StandardTitanTx(StandardTitanGraph, TransactionConfiguration, BackendTransaction);void com.thinkaurelius.titan.graphdb.transaction.StandardTitanTx.StandardTitanTx(StandardTitanGraph, TransactionConfiguration, BackendTransaction); TYPE_BASED; No; Yes;1448;4536;475152;16444370;570779;157286; Yes; No; No;0;0;0; []; [182, 183]; [197, 198, 199];No;Roberto;TRUE NEGATIVE
resty-gwt;867b917c43c32acbdcac55767e7f04334006c866;DirectRestServiceInterfaceClassCreator;String org.fusesource.restygwt.rebind.DirectRestServiceInterfaceClassCreator.getMethodCallback(JMethod);String org.fusesource.restygwt.rebind.DirectRestServiceInterfaceClassCreator.getMethodCallback(JMethod); TYPE_BASED; No; No; -; -; -; -; -; -; -; -; -; -; -; -; -; [83, 84, 85]; [86, 87, 88, 89, 90, 91];Yes;Guilherme;-
jenkins;48b2b951dfb3438999ceda330093cac82b857ce6;DefaultJnlpSlaveReceiver;boolean jenkins.slaves.DefaultJnlpSlaveReceiver.handle(String, JnlpSlaveHandshake);boolean jenkins.slaves.DefaultJnlpSlaveReceiver.handle(String, JnlpSlaveHandshake); TYPE_BASED; No; Yes;3065;12397;1278322;80075831;4508337;267585; Yes; No; No;0;0;0; []; [52]; [52, 56, 57];Yes;Roberto;FALSE NEGATIVE
activiti;50d8e43eb5917c63abfbcdec1e68e510943f325a;DeploymentEntityManager;void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.deleteDeployment(String, boolean);void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.deleteDeployment(String, boolean); TYPE_BASED; No; Yes;2166;13681;602788;18107868;747370;173022; Yes; Yes; Yes;422;422;5; [void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.deleteDeployment(java.lang.String, boolean) (line 107) -> void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.deleteDeployment(java.lang.String, boolean) (line 114), void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.deleteDeployment(java.lang.String, boolean) (line 107) -> void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.deleteDeployment(java.lang.String, boolean) (line 115), void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.deleteDeployment(java.lang.String, boolean) (line 107) -> void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.deleteDeployment(java.lang.String, boolean) (line 116), void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.deleteDeployment(java.lang.String, boolean) (line 114) -> void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.deleteDeployment(java.lang.String, boolean) (line 107), void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.deleteDeployment(java.lang.String, boolean) (line 115) -> void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.deleteDeployment(java.lang.String, boolean) (line 107)]; [107]; [114, 115, 116, 117];Yes;Roberto;TRUE POSITIVE
activiti;bf46684ba62f5883673ea8fb0a14aecfe0aedea2;UserTaskActivityBehavior;void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(ActivityExecution);void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(ActivityExecution); TYPE_BASED; No; Yes;1229;4853;611293;19894460;584502;173017; Yes; Yes; No;288;192;12; [void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 110) -> void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 125), void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 110) -> void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 126), void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 110) -> void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 127), void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 111) -> void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 125), void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 111) -> void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 126), void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 111) -> void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 127), void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 112) -> void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 125), void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 112) -> void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 126), void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 112) -> void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 127), void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 114) -> void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 125), void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 114) -> void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 126), void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 114) -> void org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior.execute(org.activiti.engine.impl.pvm.delegate.ActivityExecution) (line 127)]; [112, 113, 114, 115, 116, 117, 110, 111]; [118, 125, 126, 127];Yes;Roberto;TRUE POSITIVE
quickml;bae968d9a85c0501ba8842a6f88e7fc2c6b78693;OutOfTimeCrossValidatorRunner;PredictiveModelBuilder quickdt.experiments.OutOfTimeCrossValidatorRunner.getRandomForestBuilder(int, int);PredictiveModelBuilder quickdt.experiments.OutOfTimeCrossValidatorRunner.getRandomForestBuilder(int, int); TYPE_BASED; No; Yes;195;508;24512;197163;126585;83886; No; -; -; -; -; -; -; []; [42, 43];No;Guilherme;TRUE NEGATIVE
okhttp;1151c9853ccc3c9c3211c613b9b845b925f8c6a6;GzipSource;void com.squareup.okhttp.internal.bytes.GzipSource.consumeHeader(Deadline);void com.squareup.okhttp.internal.bytes.GzipSource.consumeHeader(Deadline); TYPE_BASED; No; Yes;84;246;12438;94307;106706;89128; Yes; Yes; No;21;21;1; [void com.squareup.okhttp.internal.bytes.GzipSource.consumeHeader(com.squareup.okhttp.internal.bytes.Deadline) (line 112) -> void com.squareup.okhttp.internal.bytes.GzipSource.consumeHeader(com.squareup.okhttp.internal.bytes.Deadline) (line 138)]; [112]; [138];No;Roberto;FALSE POSITIVE
okhttp;35166168529bd27281685e56a0a122eff44460e9;OkHttpClient;OkHttpClient com.squareup.okhttp.OkHttpClient.copyWithDefaults();OkHttpClient com.squareup.okhttp.OkHttpClient.copyWithDefaults(); TYPE_BASED; No; Yes;181;242;9304;61230;95126;78643; No; -; -; -; -; -; -; [277, 293]; [287];No;DeSouza;TRUE NEGATIVE
storm;bd1f5c54752f67b484a83c26667331234234d3a3;KafkaSpout;boolean org.apache.storm.kafka.spout.KafkaSpout.emitTupleIfNotEmitted(org.apache.kafka.clients.consumer.ConsumerRecord);boolean org.apache.storm.kafka.spout.KafkaSpout.emitTupleIfNotEmitted(org.apache.kafka.clients.consumer.ConsumerRecord); TYPE_BASED; No; Yes;782;3016;218371;3659091;164481;104857; Yes; Yes; No;16;16;4; [boolean org.apache.storm.kafka.spout.KafkaSpout.emitTupleIfNotEmitted(org.apache.kafka.clients.consumer.ConsumerRecord) (line 306) -> boolean org.apache.storm.kafka.spout.KafkaSpout.emitTupleIfNotEmitted(org.apache.kafka.clients.consumer.ConsumerRecord) (line 316), boolean org.apache.storm.kafka.spout.KafkaSpout.emitTupleIfNotEmitted(org.apache.kafka.clients.consumer.ConsumerRecord) (line 306) -> boolean org.apache.storm.kafka.spout.KafkaSpout.emitTupleIfNotEmitted(org.apache.kafka.clients.consumer.ConsumerRecord) (line 319), boolean org.apache.storm.kafka.spout.KafkaSpout.emitTupleIfNotEmitted(org.apache.kafka.clients.consumer.ConsumerRecord) (line 307) -> boolean org.apache.storm.kafka.spout.KafkaSpout.emitTupleIfNotEmitted(org.apache.kafka.clients.consumer.ConsumerRecord) (line 316), boolean org.apache.storm.kafka.spout.KafkaSpout.emitTupleIfNotEmitted(org.apache.kafka.clients.consumer.ConsumerRecord) (line 307) -> boolean org.apache.storm.kafka.spout.KafkaSpout.emitTupleIfNotEmitted(org.apache.kafka.clients.consumer.ConsumerRecord) (line 319)]; [305, 306, 307, 312]; [316, 319];No;Leuson;FALSE POSITIVE
storm;ad2be678831b3b060229fd936e3908110162b7ac;KafkaSpoutConfig;String org.apache.storm.kafka.spout.KafkaSpoutConfig.toString();String org.apache.storm.kafka.spout.KafkaSpoutConfig.toString(); TYPE_BASED; No; Yes;1769;6139;1498729;102934427;4256232;272284; No; -; -; -; -; -; -; []; [515, 516, 521, 522];Yes;Leuson;FALSE NEGATIVE
storm;ad2be678831b3b060229fd936e3908110162b7ac;KafkaSpoutConfig;void org.apache.storm.kafka.spout.KafkaSpoutConfig.KafkaSpoutConfig(org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder);void org.apache.storm.kafka.spout.KafkaSpoutConfig.KafkaSpoutConfig(org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder); TYPE_BASED; No; Yes;1769;6139;1498729;102934427;4256232;272284; No; -; -; -; -; -; -; []; [435, 436, 437, 438, 439, 440, 441, 430, 431];No;Mining;TRUE NEGATIVE
elasticsearch;36884807b3cc9d660db4da062275c7fdbec8ba67;SimpleIndexQueryParserTests;void org.elasticsearch.index.query.SimpleIndexQueryParserTests.setup();void org.elasticsearch.index.query.SimpleIndexQueryParserTests.setup(); TYPE_BASED; No; Yes;3154;13733;2543605;239126690;16329205;256015; No; -; -; -; -; -; -; [217]; [208];No;DeSouza;TRUE NEGATIVE
elasticsearch;3764b3ff800c94293aba0bb0fa18c7df80a764f7;RestShardsAction;Table org.elasticsearch.rest.action.cat.RestShardsAction.getTableWithHeader(RestRequest);Table org.elasticsearch.rest.action.cat.RestShardsAction.getTableWithHeader(RestRequest); TYPE_BASED; No; Yes;1364;5235;280331;11545778;358270;120714; No; -; -; -; -; -; -; []; [112, 113];No;DeSouza;TRUE NEGATIVE
elasticsearch;3764b3ff800c94293aba0bb0fa18c7df80a764f7;RestIndicesAction;Table org.elasticsearch.rest.action.cat.RestIndicesAction.getTableWithHeader(RestRequest);Table org.elasticsearch.rest.action.cat.RestIndicesAction.getTableWithHeader(RestRequest); TYPE_BASED; No; Yes;1364;5301;286997;12237392;367852;120586; No; -; -; -; -; -; -; []; [144, 147, 150, 153, 138, 141];No;DeSouza;TRUE NEGATIVE
elasticsearch;3764b3ff800c94293aba0bb0fa18c7df80a764f7;RestNodesAction;Table org.elasticsearch.rest.action.cat.RestNodesAction.getTableWithHeader(RestRequest);Table org.elasticsearch.rest.action.cat.RestNodesAction.getTableWithHeader(RestRequest); TYPE_BASED; No; Yes;1364;5258;282654;11744268;339501;115343; No; -; -; -; -; -; -; []; [153, 154, 156, 157, 158, 159];No;DeSouza;TRUE NEGATIVE
elasticsearch;0404db65e3497452886173957729c8e82cfd4a03;ESSingleNodeTestCase;org.elasticsearch.node.Node org.elasticsearch.test.ESSingleNodeTestCase.newNode();org.elasticsearch.node.Node org.elasticsearch.test.ESSingleNodeTestCase.newNode(); TYPE_BASED; No; Yes;3397;19823;2849158;266571206;19544368;137306; No; -; -; -; -; -; -; [171]; [173, 174];No;DeSouza;TRUE NEGATIVE
elasticsearch;f3d63095dbcc985e24162fbac4ee0d6914dc757d;KuromojiAnalysisTests;org.elasticsearch.index.analysis.AnalysisService org.elasticsearch.index.analysis.KuromojiAnalysisTests.createAnalysisService();org.elasticsearch.index.analysis.AnalysisService org.elasticsearch.index.analysis.KuromojiAnalysisTests.createAnalysisService(); TYPE_BASED; No; Yes;6288;36587;4085780;422789034;44236675;420384; Yes; Yes; No;27126;28;4; [org.elasticsearch.index.analysis.AnalysisService org.elasticsearch.index.analysis.KuromojiAnalysisTests.createAnalysisService() (line 196) -> org.elasticsearch.index.analysis.AnalysisService org.elasticsearch.index.analysis.KuromojiAnalysisTests.createAnalysisService() (line 207), org.elasticsearch.index.analysis.AnalysisService org.elasticsearch.index.analysis.KuromojiAnalysisTests.createAnalysisService() (line 197) -> org.elasticsearch.index.analysis.AnalysisService org.elasticsearch.index.analysis.KuromojiAnalysisTests.createAnalysisService() (line 207), org.elasticsearch.index.analysis.AnalysisService org.elasticsearch.index.analysis.KuromojiAnalysisTests.createAnalysisService() (line 198) -> org.elasticsearch.index.analysis.AnalysisService org.elasticsearch.index.analysis.KuromojiAnalysisTests.createAnalysisService() (line 207), org.elasticsearch.index.analysis.AnalysisService org.elasticsearch.index.analysis.KuromojiAnalysisTests.createAnalysisService() (line 206) -> org.elasticsearch.index.analysis.AnalysisService org.elasticsearch.index.analysis.KuromojiAnalysisTests.createAnalysisService() (line 207)]; [196, 197, 198, 199, 200, 201, 202, 206]; [204, 207];No;Mining;FALSE POSITIVE
